iShares MSCI ACWI ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"204,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"UPL","UPL LTD","Materials","Equity","938,214.75","0.00","938,214.75","147,310.00","6.37","India","National Stock Exchange Of India","USD","93.11","INR","-"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Information Technology","Equity","934,641.17","0.00","934,641.17","871,000.00","1.07","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"COPEC","EMPRESAS COPEC SA","Consumer Discretionary","Equity","934,838.98","0.00","934,838.98","131,685.00","7.10","Chile","Santiago Stock Exchange","USD","919.55","CLP","-"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Consumer Discretionary","Equity","935,252.35","0.00","935,252.35","138,300.00","6.76","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"MNDY","MONDAYCOM LTD","Information Technology","Equity","930,312.42","0.00","930,312.42","13,613.00","68.34","Israel","NASDAQ","USD","1.00","USD","-"
"BELA","JUMBO SA","Consumer Discretionary","Equity","932,037.97","0.00","932,037.97","35,297.00","26.41","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","928,388.63","0.00","928,388.63","87,324.00","10.63","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Financials","Equity","924,731.89","0.00","924,731.89","18,973.00","48.74","India","National Stock Exchange Of India","USD","93.11","INR","-"
"RICHTER","GEDEON RICHTER","Health Care","Equity","921,711.13","0.00","921,711.13","25,206.00","36.57","Hungary","Budapest Stock Exchange","USD","332.27","HUF","-"
"2474","CATCHER TECHNOLOGY LTD","Information Technology","Equity","922,936.27","0.00","922,936.27","155,000.00","5.95","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"JSL","JINDAL STAINLESS LTD","Materials","Equity","919,180.26","0.00","919,180.26","119,229.00","7.71","India","National Stock Exchange Of India","USD","93.11","INR","-"
"4151","KYOWA KIRIN LTD","Health Care","Equity","921,392.40","0.00","921,392.40","55,800.00","16.51","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Communication","Equity","916,801.31","0.00","916,801.31","381,536.00","2.40","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"1519","J&T GLOBAL EXPRESS LTD","Industrials","Equity","915,121.82","0.00","915,121.82","697,000.00","1.31","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"168","TSINGTAO BREWERY LTD H","Consumer Staples","Equity","908,342.74","0.00","908,342.74","140,000.00","6.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SOF","SOFINA SA","Financials","Equity","908,535.13","0.00","908,535.13","3,672.00","247.42","Belgium","Nyse Euronext - Euronext Brussels","USD","0.87","EUR","-"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","908,776.92","0.00","908,776.92","71,000.00","12.80","Taiwan","Gretai Securities Market","USD","31.99","TWD","-"
"RAND","RANDSTAD HOLDING","Industrials","Equity","902,185.70","0.00","902,185.70","34,837.00","25.90","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"8210","BUPA ARABIA","Financials","Equity","904,060.69","0.00","904,060.69","19,939.00","45.34","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"ALWN","ALLWYN AG","Other","Equity","899,928.06","0.00","899,928.06","53,509.00","16.82","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"2356","INVENTEC CORP","Information Technology","Equity","901,450.32","0.00","901,450.32","706,000.00","1.28","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"IGM","IGM FINANCIAL INC","Financials","Equity","890,922.45","0.00","890,922.45","18,498.00","48.16","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"MARK","MASRAF AL RAYAN","Financials","Equity","883,152.45","0.00","883,152.45","1,481,824.00","0.60","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","883,690.65","0.00","883,690.65","63,347.00","13.95","Brazil","NASDAQ","USD","1.00","USD","-"
"1099","SINOPHARM GROUP LTD H","Health Care","Equity","879,791.26","0.00","879,791.26","329,600.00","2.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"MIL","BANK MILLENNIUM SA","Financials","Equity","878,082.76","0.00","878,082.76","192,988.00","4.55","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","874,390.76","0.00","874,390.76","280,071.00","3.12","New Zealand","New Zealand Exchange Ltd","USD","1.75","NZD","-"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","874,556.40","0.00","874,556.40","916,257.00","0.95","India","National Stock Exchange Of India","USD","93.11","INR","-"
"2618","JD LOGISTICS INC","Industrials","Equity","875,231.55","0.00","875,231.55","485,800.00","1.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ILS","ILS CASH","Cash and/or Derivatives","Cash","864,168.93","0.00","864,168.93","2,700,917.00","32.00","Israel","-","USD","3.13","ILS","-"
"MANKIND","MANKIND PHARMA LTD","Health Care","Equity","862,290.80","0.00","862,290.80","40,173.00","21.46","India","National Stock Exchange Of India","USD","93.11","INR","-"
"RHBBANK","RHB BANK","Financials","Equity","859,285.96","0.00","859,285.96","406,400.00","2.11","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"HOLM B","HOLMEN CLASS B","Materials","Equity","856,619.46","0.00","856,619.46","24,032.00","35.64","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"000792","QINGHAI SALT LAKE INDUSTRY LTD A","Materials","Equity","854,267.24","0.00","854,267.24","160,500.00","5.32","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"2609","YANG MING MARINE TRANSPORT CORP","Industrials","Equity","854,952.65","0.00","854,952.65","525,000.00","1.63","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"LATO B","LATOUR INVESTMENT CLASS B","Industrials","Equity","855,090.06","0.00","855,090.06","39,962.00","21.40","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"322","TINGYI (CAYMAN ISLANDS) HOLDINGS C","Consumer Staples","Equity","855,738.23","0.00","855,738.23","502,000.00","1.70","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","849,494.81","0.00","849,494.81","15,157,111.00","5.60","Mexico","-","USD","17.84","MXN","-"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","845,103.26","0.00","845,103.26","314,500.00","2.69","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"KLBN11","KLABIN UNITS SA","Materials","Equity","842,662.96","0.00","842,662.96","224,974.00","3.75","Brazil","XBSP","USD","5.16","BRL","-"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","839,013.19","0.00","839,013.19","444,000.00","1.89","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"688012","ADVANCED MICRO-FABRICATION EQUIPME","Information Technology","Equity","833,561.59","0.00","833,561.59","19,200.00","43.41","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"1102","ASIA CEMENT CORP","Materials","Equity","830,759.85","0.00","830,759.85","754,000.00","1.10","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"002001","ZHEJIANG NHU LTD A","Materials","Equity","832,695.73","0.00","832,695.73","165,900.00","5.02","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"YESBANK","YES BANK LTD","Financials","Equity","830,196.93","0.00","830,196.93","4,325,549.00","0.19","India","National Stock Exchange Of India","USD","93.11","INR","-"
"3064","MONOTARO LTD","Industrials","Equity","830,655.41","0.00","830,655.41","75,300.00","11.03","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"THB","THB CASH","Cash and/or Derivatives","Cash","827,774.57","0.00","827,774.57","27,119,964.00","3.05","Thailand","-","USD","32.76","THB","-"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","827,003.43","0.00","827,003.43","236,197.00","3.50","India","National Stock Exchange Of India","USD","93.11","INR","-"
"UNTR","UNITED TRACTORS","Energy","Equity","823,834.74","0.00","823,834.74","455,306.00","1.81","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"ADNOCLS","ADNOC LOGISTICS & SERVICES PLC","Energy","Equity","821,812.68","0.00","821,812.68","572,805.00","1.43","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"CNH","CNH CASH","Cash and/or Derivatives","Cash","817,648.40","0.00","817,648.40","5,634,783.00","14.51","China","-","USD","6.89","CNH","Dec 31, 1989"
"3888","KINGSOFT LTD","Communication","Equity","817,649.33","0.00","817,649.33","283,800.00","2.88","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"CPFE3","CPFL ENERGIA SA","Utilities","Equity","814,746.37","0.00","814,746.37","85,330.00","9.55","Brazil","XBSP","USD","5.16","BRL","-"
"TRY","TRY CASH","Cash and/or Derivatives","Cash","811,976.83","0.00","811,976.83","36,122,819.00","2.25","Turkey","-","USD","44.49","TRY","-"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","811,135.06","0.00","811,135.06","168,874.00","4.80","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"CVC","CVC CAPITAL PARTNERS PLC","Financials","Equity","811,566.72","0.00","811,566.72","62,342.00","13.02","Netherlands","Euronext Amsterdam","USD","0.87","EUR","-"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","808,263.86","0.00","808,263.86","16,252.00","49.73","Sweden","Nasdaq Omx Nordic","USD","9.43","SEK","-"
"1044","HENGAN INTERNATIONAL GROUP LTD","Consumer Staples","Equity","807,468.09","0.00","807,468.09","226,500.00","3.56","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ALI","AYALA LAND INC","Real Estate","Equity","802,930.03","0.00","802,930.03","2,841,900.00","0.28","Philippines","Philippine Stock Exchange Inc.","USD","60.17","PHP","-"
"780","TONGCHENG TRAVEL HOLDINGS LTD","Consumer Discretionary","Equity","803,178.63","0.00","803,178.63","336,800.00","2.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"MABANEE","MABANEE COMPANY","Real Estate","Equity","804,224.25","0.00","804,224.25","264,624.00","3.04","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"CZK","CZK CASH","Cash and/or Derivatives","Cash","800,905.47","0.00","800,905.47","16,997,136.00","4.71","Czech Republic","-","USD","21.22","CZK","-"
"JSWENERGY","JSW ENERGY LTD","Utilities","Equity","799,742.83","0.00","799,742.83","151,623.00","5.27","India","National Stock Exchange Of India","USD","93.11","INR","-"
"YTLPOWR","YTL POWER INTERNATIONAL","Utilities","Equity","801,655.86","0.00","801,655.86","1,011,840.00","0.79","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Utilities","Equity","796,880.32","0.00","796,880.32","204,500.00","3.90","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"9880","UBTECH ROBOTICS CORP LTD H","Industrials","Equity","797,925.96","0.00","797,925.96","61,250.00","13.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"600332","GUANGZHOU BAIYUNSHAN PHARMACEUTICA","Health Care","Equity","798,499.01","0.00","798,499.01","237,600.00","3.36","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"4","WHARF (HOLDINGS) LTD","Real Estate","Equity","793,844.86","0.00","793,844.86","278,000.00","2.86","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"002384","SUZHOU DONGSHAN PRECISION MANUFACT","Information Technology","Equity","794,009.24","0.00","794,009.24","51,500.00","15.42","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"GOTO","GOTO GOJEK TOKOPEDIA","Consumer Discretionary","Equity","794,667.55","0.00","794,667.55","254,810,900.00","0.00","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"2618","EVA AIRWAYS CORP","Industrials","Equity","796,378.90","0.00","796,378.90","729,000.00","1.09","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"034220","LG DISPLAY LTD","Information Technology","Equity","790,985.55","0.00","790,985.55","107,533.00","7.36","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"CDB","CELCOMDIGI","Communication","Equity","791,127.05","0.00","791,127.05","1,068,683.00","0.74","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"2883","CHINA OILFIELD SERVICES LTD H","Energy","Equity","792,474.50","0.00","792,474.50","670,000.00","1.18","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"601088","CHINA SHENHUA ENERGY LTD A","Energy","Equity","793,743.41","0.00","793,743.41","114,700.00","6.92","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"6990","SICHUAN KELUN-BIOTECH BIOPHARMACEU","Health Care","Equity","790,196.94","0.00","790,196.94","12,300.00","64.24","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"VMM","VISHAL MEGA MART LTD","Consumer Discretionary","Equity","785,489.68","0.00","785,489.68","677,929.00","1.16","India","National Stock Exchange Of India","USD","93.11","INR","-"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumer Discretionary","Equity","786,836.86","0.00","786,836.86","774,855.00","1.02","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"601816","BEIJING-SHANGHAI HIGH SPEED RAILWA","Industrials","Equity","782,503.39","0.00","782,503.39","1,055,300.00","0.74","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"010950","S-OIL CORP","Energy","Equity","784,368.05","0.00","784,368.05","11,194.00","70.07","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","784,520.28","0.00","784,520.28","1,507,000.00","0.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"600989","NINGXIA BAOFENG ENERGY GROUP LTD A","Materials","Equity","784,756.76","0.00","784,756.76","184,200.00","4.26","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"4250","JABAL OMAR DEVELOPMENT","Consumer Discretionary","Equity","780,278.90","0.00","780,278.90","184,328.00","4.23","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"BHEL","BHARAT HEAVY ELECTRICALS LTD","Industrials","Equity","782,053.81","0.00","782,053.81","293,479.00","2.66","India","National Stock Exchange Of India","USD","93.11","INR","-"
"BBDC3","BANCO BRADESCO SA","Financials","Equity","778,354.41","0.00","778,354.41","239,546.00","3.25","Brazil","XBSP","USD","5.16","BRL","-"
"SIGMAFA","ALFA A","Consumer Staples","Equity","778,400.00","0.00","778,400.00","768,600.00","1.01","Mexico","Bolsa Mexicana De Valores","USD","17.84","MXN","-"
"NHPC","NHPC LTD","Utilities","Equity","772,153.64","0.00","772,153.64","954,378.00","0.81","India","National Stock Exchange Of India","USD","93.11","INR","-"
"MBK","MBANK SA","Financials","Equity","772,385.00","0.00","772,385.00","2,468.00","312.96","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"600000","SHANGHAI PUDONG DEVELOPMENT BANK L","Financials","Equity","772,477.67","0.00","772,477.67","519,365.00","1.49","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"136","CHINA RUYI HOLDINGS LTD","Communication","Equity","773,465.52","0.00","773,465.52","4,152,000.00","0.19","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"603288","FOSHAN HAI TIAN FLAVOURING & FOOD","Consumer Staples","Equity","769,608.52","0.00","769,608.52","125,621.00","6.13","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"603259","WUXI APPTEC LTD A","Health Care","Equity","770,527.86","0.00","770,527.86","51,459.00","14.97","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"ENRIN","SIEMENS ENERGY INDIA LTD","Industrials","Equity","766,255.87","0.00","766,255.87","27,314.00","28.05","India","National Stock Exchange Of India","USD","93.11","INR","-"
"BOSCHLTD","BOSCH LTD","Consumer Discretionary","Equity","766,898.16","0.00","766,898.16","2,222.00","345.14","India","National Stock Exchange Of India","USD","93.11","INR","-"
"601658","POSTAL SAVINGS BANK OF CHINA LTD A","Financials","Equity","767,064.99","0.00","767,064.99","1,020,500.00","0.75","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"BRMS","BUMI RESOURCES MINERALS","Materials","Equity","767,739.71","0.00","767,739.71","17,751,500.00","0.04","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"GRUMAB","GRUMA","Consumer Staples","Equity","762,983.68","0.00","762,983.68","42,125.00","18.11","Mexico","Bolsa Mexicana De Valores","USD","17.84","MXN","-"
"6919","CALIWAY BIOPHARMACEUTICALS LTD","Health Care","Equity","763,573.28","0.00","763,573.28","255,000.00","2.99","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"TORNTPOWER","TORRENT POWER LTD","Utilities","Equity","759,793.62","0.00","759,793.62","53,102.00","14.31","India","National Stock Exchange Of India","USD","93.11","INR","-"
"601456","GUOLIAN MINSHENG SECURITIES LTD A","Financials","Equity","757,022.69","0.00","757,022.69","577,100.00","1.31","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"ABCAPITAL","ADITYA BIRLA CAPITAL LTD","Financials","Equity","757,465.15","0.00","757,465.15","236,465.00","3.20","India","National Stock Exchange Of India","USD","93.11","INR","-"
"COROMANDEL","COROMANDEL INTERNATIONAL LTD","Materials","Equity","754,265.32","0.00","754,265.32","37,389.00","20.17","India","National Stock Exchange Of India","USD","93.11","INR","-"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","755,155.76","0.00","755,155.76","446,000.00","1.69","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","750,625.26","0.00","750,625.26","7,296,340.00","10.29","Norway","-","USD","9.72","NOK","-"
"600600","TSINGTAO BREWERY LTD A","Consumer Staples","Equity","748,404.76","0.00","748,404.76","80,600.00","9.29","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumer Discretionary","Equity","748,921.00","0.00","748,921.00","523,600.00","1.43","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"DEMANT","DEMANT","Health Care","Equity","750,266.87","0.00","750,266.87","24,815.00","30.23","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"SM","SM INVESTMENTS CORP","Industrials","Equity","746,092.07","0.00","746,092.07","70,920.00","10.52","Philippines","Philippine Stock Exchange Inc.","USD","60.17","PHP","-"
"300059","EAST MONEY INFORMATION LTD A","Financials","Equity","746,468.45","0.00","746,468.45","274,360.00","2.72","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"1020","BANK ALJAZIRA","Financials","Equity","746,728.28","0.00","746,728.28","238,353.00","3.13","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","Information Technology","Equity","747,905.86","0.00","747,905.86","215,500.00","3.47","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"MISC","MISC","Industrials","Equity","743,442.93","0.00","743,442.93","365,300.00","2.04","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","745,297.86","0.00","745,297.86","306,900.00","2.43","Mexico","Bolsa Mexicana De Valores","USD","17.84","MXN","-"
"600031","SANY HEAVY INDUSTRY LTD A","Industrials","Equity","737,104.24","0.00","737,104.24","253,100.00","2.91","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"LTF","L&T FINANCE LTD","Financials","Equity","738,181.63","0.00","738,181.63","285,959.00","2.58","India","National Stock Exchange Of India","USD","93.11","INR","-"
"600674","SICHUAN CHUANTOU ENERGY LTD A","Utilities","Equity","736,857.56","0.00","736,857.56","334,300.00","2.20","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","732,728.83","0.00","732,728.83","12,975.00","56.47","India","National Stock Exchange Of India","USD","93.11","INR","-"
"2525","HESAI GROUP CLASS B","Consumer Discretionary","Equity","726,669.09","0.00","726,669.09","34,600.00","21.00","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SAHOL.E","HACI OMER SABANCI HOLDING A","Financials","Equity","723,007.56","0.00","723,007.56","356,990.00","2.03","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"0126Z0","SAMSUNG EPIS HOLDINGS LTD","Health Care","Equity","723,739.39","0.00","723,739.39","2,229.00","324.69","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"ADP","AEROPORTS DE PARIS SA","Industrials","Equity","724,024.53","0.00","724,024.53","5,652.00","128.10","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"2380","CHINA POWER INTERNATIONAL DEVELOPM","Utilities","Equity","721,176.16","0.00","721,176.16","1,783,000.00","0.40","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"NMDC","NMDC LTD","Materials","Equity","721,725.62","0.00","721,725.62","860,631.00","0.84","India","National Stock Exchange Of India","USD","93.11","INR","-"
"384","CHINA GAS HOLDINGS LTD","Utilities","Equity","717,656.86","0.00","717,656.86","772,600.00","0.93","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"NRP","NEPI ROCKCASTLE NV","Real Estate","Equity","718,420.56","0.00","718,420.56","88,615.00","8.11","South Africa","Johannesburg Stock Exchange","USD","16.88","ZAR","-"
"UNIONBANK","UNION BANK OF INDIA LTD","Financials","Equity","718,989.60","0.00","718,989.60","389,228.00","1.85","India","National Stock Exchange Of India","USD","93.11","INR","-"
"090430","AMOREPACIFIC CORP","Consumer Staples","Equity","719,789.33","0.00","719,789.33","8,146.00","88.36","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"047050","POSCO INTERNATIONAL CORP","Industrials","Equity","715,442.46","0.00","715,442.46","13,678.00","52.31","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"600489","ZHONGJIN GOLD CORP LTD A","Materials","Equity","709,853.51","0.00","709,853.51","185,300.00","3.83","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"TM","TELEKOM MALAYSIA","Communication","Equity","709,877.69","0.00","709,877.69","404,400.00","1.76","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"BDX","BUDIMEX SA","Industrials","Equity","710,330.38","0.00","710,330.38","3,818.00","186.05","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"4100","MAKKAH CONSTRUCTION AND DEVELOPMEN","Real Estate","Equity","710,543.86","0.00","710,543.86","31,014.00","22.91","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"600487","HENGTONG OPTIC ELECTRIC LTD A","Information Technology","Equity","711,200.40","0.00","711,200.40","91,800.00","7.75","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrials","Equity","706,871.58","0.00","706,871.58","40,000.00","17.67","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"SHREECEM","SHREE CEMENT LTD","Materials","Equity","707,602.77","0.00","707,602.77","2,849.00","248.37","India","National Stock Exchange Of India","USD","93.11","INR","-"
"601601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Equity","708,015.56","0.00","708,015.56","127,097.00","5.57","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"PIIND","P.I. INDUSTRIES LTD","Materials","Equity","702,968.96","0.00","702,968.96","23,399.00","30.04","India","National Stock Exchange Of India","USD","93.11","INR","-"
"300760","SHENZHEN MINDRAY BIO-MEDICAL ELECT","Health Care","Equity","704,606.43","0.00","704,606.43","29,900.00","23.57","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"IDEA","VODAFONE IDEA LTD","Communication","Equity","700,886.32","0.00","700,886.32","7,605,801.00","0.09","India","National Stock Exchange Of India","USD","93.11","INR","-"
"600089","TBEA LTD A","Industrials","Equity","701,770.45","0.00","701,770.45","184,800.00","3.80","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"2588","BOC AVIATION LTD","Industrials","Equity","702,131.46","0.00","702,131.46","70,100.00","10.02","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"MAXIS","MAXIS","Communication","Equity","702,347.61","0.00","702,347.61","808,200.00","0.87","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"9995","REMEGEN LTD H","Health Care","Equity","698,195.18","0.00","698,195.18","47,500.00","14.70","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"ROCK B","ROCKWOOL CLASS B","Industrials","Equity","699,780.41","0.00","699,780.41","24,755.00","28.27","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.47","DKK","-"
"9201","JAPAN AIRLINES LTD","Industrials","Equity","695,893.08","0.00","695,893.08","42,000.00","16.57","Japan","Tokyo Stock Exchange","USD","159.37","JPY","-"
"600188","YANKUANG ENERGY GROUP LTD A","Energy","Equity","696,448.15","0.00","696,448.15","247,910.00","2.81","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","692,484.07","0.00","692,484.07","284,000.00","2.44","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"000001","PING AN BANK LTD A","Financials","Equity","690,775.96","0.00","690,775.96","422,400.00","1.64","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","690,845.76","0.00","690,845.76","5,760,000.00","0.12","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"763","ZTE CORP H","Information Technology","Equity","685,667.48","0.00","685,667.48","243,600.00","2.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"532483","CANARA BANK LTD","Financials","Equity","682,342.23","0.00","682,342.23","500,088.00","1.36","India","Bse Ltd","USD","93.11","INR","-"
"000538","YUNNAN BAIYAO GROUP LTD A","Health Care","Equity","679,733.58","0.00","679,733.58","82,500.00","8.24","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"177","JIANGSU EXPRESSWAY LTD H","Industrials","Equity","675,947.87","0.00","675,947.87","524,000.00","1.29","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"000166","SHENWAN HONGYUAN GROUP LTD A","Financials","Equity","672,704.44","0.00","672,704.44","992,700.00","0.68","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"PNB","PUNJAB NATIONAL BANK","Financials","Equity","673,181.90","0.00","673,181.90","599,907.00","1.12","India","National Stock Exchange Of India","USD","93.11","INR","-"
