iShares MSCI ACWI ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"204,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"000425","XCMG CONSTRUCTION MACHINERY LTD A","Industrials","Equity","670,330.63","0.00","670,330.63","448,500.00","1.49","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","670,354.43","0.00","670,354.43","18,903.00","35.46","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"600887","INNER MONGOLIA YILI INDUSTRIAL GRO","Consumer Staples","Equity","671,541.26","0.00","671,541.26","175,100.00","3.84","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"WARBABANK","WARBABANK","Financials","Equity","671,608.02","0.00","671,608.02","701,785.00","0.96","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","667,994.36","0.00","667,994.36","149,060.00","4.48","India","National Stock Exchange Of India","USD","93.11","INR","-"
"600905","CHINA THREE GORGES RENEWABLES(GROU","Utilities","Equity","659,743.01","0.00","659,743.01","1,087,700.00","0.61","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materials","Equity","655,961.52","0.00","655,961.52","1,060,000.00","0.62","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"323410","KAKAOBANK CORP","Financials","Equity","656,470.82","0.00","656,470.82","42,100.00","15.59","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"ASTRAL","ASTRAL LTD","Industrials","Equity","657,206.04","0.00","657,206.04","39,389.00","16.69","India","National Stock Exchange Of India","USD","93.11","INR","-"
"PGE","PGE POLSKA GRUPA ENERGETYCZNA SA","Utilities","Equity","653,758.83","0.00","653,758.83","217,529.00","3.01","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"BAJAJHLDNG","BAJAJ HOLDINGS AND INVESTMENT LTD","Financials","Equity","654,052.68","0.00","654,052.68","6,772.00","96.58","India","National Stock Exchange Of India","USD","93.11","INR","-"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","650,043.61","0.00","650,043.61","1,783.00","364.58","India","National Stock Exchange Of India","USD","93.11","INR","-"
"1402","FAR EASTERN NEW CENTURY CORP","Industrials","Equity","648,069.89","0.00","648,069.89","778,000.00","0.83","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"1357","MEITU INC","Communication","Equity","643,258.24","0.00","643,258.24","1,167,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"002602","ZHEJIANG CENTURY HUATONG GROUP LTD","Communication","Equity","643,936.33","0.00","643,936.33","261,500.00","2.46","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"TPIA","CHANDRA ASRI PACIFIC","Materials","Equity","644,311.80","0.00","644,311.80","2,625,841.00","0.25","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"AIRARABIA","AIR ARABIA","Industrials","Equity","644,457.65","0.00","644,457.65","585,946.00","1.10","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"601229","BANK OF SHANGHAI LTD A","Financials","Equity","641,207.58","0.00","641,207.58","445,000.00","1.44","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"COLPAL","COLGATE PALMOLIVE INDIA LTD","Consumer Staples","Equity","641,943.61","0.00","641,943.61","32,670.00","19.65","India","National Stock Exchange Of India","USD","93.11","INR","-"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","Information Technology","Equity","638,585.35","0.00","638,585.35","57,700.00","11.07","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"JD.","JD SPORTS FASHION PLC","Consumer Discretionary","Equity","639,282.43","0.00","639,282.43","684,455.00","0.93","United Kingdom","London Stock Exchange","USD","0.76","GBP","-"
"ENELCHILE","ENEL CHILE SA","Utilities","Equity","635,528.31","0.00","635,528.31","7,801,320.00","0.08","Chile","Santiago Stock Exchange","USD","919.55","CLP","-"
"MRF","MRF LTD","Consumer Discretionary","Equity","632,577.83","0.00","632,577.83","466.00","1,357.46","India","National Stock Exchange Of India","USD","93.11","INR","-"
"OIL","OIL INDIA LTD","Energy","Equity","634,185.29","0.00","634,185.29","122,977.00","5.16","India","National Stock Exchange Of India","USD","93.11","INR","-"
"002142","BANK OF NINGBO LTD A","Financials","Equity","634,499.27","0.00","634,499.27","143,600.00","4.42","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"SUPREMEIND","SUPREME INDUSTRIES LTD","Industrials","Equity","629,238.47","0.00","629,238.47","16,086.00","39.12","India","National Stock Exchange Of India","USD","93.11","INR","-"
"DUBK","DUKHAN BANK","Financials","Equity","630,490.40","0.00","630,490.40","665,203.00","0.95","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"KALYANKJIL","KALYAN JEWELLERS INDIA LTD","Consumer Discretionary","Equity","630,642.34","0.00","630,642.34","148,897.00","4.24","India","National Stock Exchange Of India","USD","93.11","INR","-"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Utilities","Equity","627,885.70","0.00","627,885.70","699,000.00","0.90","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"4002","AL MOUWASAT MEDICAL SERVICES","Health Care","Equity","623,850.28","0.00","623,850.28","32,345.00","19.29","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"300274","SUNGROW POWER SUPPLY LTD A","Industrials","Equity","625,591.13","0.00","625,591.13","33,880.00","18.46","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"600019","BAOSHAN IRON & STEEL LTD A","Materials","Equity","625,735.37","0.00","625,735.37","669,600.00","0.93","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"601857","PETROCHINA LTD A","Energy","Equity","626,151.25","0.00","626,151.25","349,400.00","1.79","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"000408","ZANGGE MINING LTD A","Materials","Equity","618,237.09","0.00","618,237.09","51,800.00","11.94","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"601988","BANK OF CHINA LTD A","Financials","Equity","618,526.43","0.00","618,526.43","717,600.00","0.86","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"603986","GIGADEVICE SEMICONDUCTOR INC A","Information Technology","Equity","620,033.08","0.00","620,033.08","17,300.00","35.84","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"1548","GENSCRIPT BIOTECH CORP","Health Care","Equity","615,054.83","0.00","615,054.83","390,000.00","1.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Materials","Equity","615,164.88","0.00","615,164.88","89,100.00","6.90","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"6969","SMOORE INTERNATIONAL HOLDINGS LTD","Consumer Staples","Equity","615,514.17","0.00","615,514.17","536,000.00","1.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"-","CYBERARK SOFTWARE CONTRA","Information Technology","Equity","616,365.00","0.00","616,365.00","13,697.00","45.00","Israel","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-"
"ISCTR.E","TURKIYE IS BANKASI C","Financials","Equity","612,043.50","0.00","612,043.50","2,065,879.00","0.30","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"VGNT","VERSIGENT PLC","Consumer Discretionary","Equity","612,889.10","0.00","612,889.10","21,811.00","28.10","United States","NYSE","USD","1.00","USD","-"
"2382","ADES HOLDING CO","Energy","Equity","613,684.44","0.00","613,684.44","126,642.00","4.85","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"2290","YANBU NATIONAL PETROCHEMICALS","Materials","Equity","614,213.97","0.00","614,213.97","64,223.00","9.56","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"601100","JIANGSU HENGLI HYDRAULIC LTD A","Industrials","Equity","614,275.66","0.00","614,275.66","41,300.00","14.87","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"AED","AED CASH","Cash and/or Derivatives","Cash","609,587.80","0.00","609,587.80","2,239,138.00","27.22","United Arab Emirates","-","USD","3.67","AED","Dec 31, 1989"
"601225","SHAANXI COAL INDUSTRY LTD A","Energy","Equity","610,172.75","0.00","610,172.75","163,300.00","3.74","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"600549","XIAMEN TUNGSTEN LTD A","Materials","Equity","611,031.50","0.00","611,031.50","78,900.00","7.74","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"LODHA","LODHA DEVELOPERS LTD","Real Estate","Equity","607,406.09","0.00","607,406.09","81,250.00","7.48","India","National Stock Exchange Of India","USD","93.11","INR","-"
"600703","SANAN OPTOELECTRONICS LTD A","Information Technology","Equity","607,430.95","0.00","607,430.95","367,200.00","1.65","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"601985","CHINA NATIONAL NUCLEAR POWER LTD A","Utilities","Equity","608,471.95","0.00","608,471.95","465,400.00","1.31","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"PRESTIGE","PRESTIGE ESTATES PROJECTS LTD","Real Estate","Equity","604,114.08","0.00","604,114.08","48,826.00","12.37","India","National Stock Exchange Of India","USD","93.11","INR","-"
"601939","CHINA CONSTRUCTION BANK CORP A","Financials","Equity","602,759.65","0.00","602,759.65","433,600.00","1.39","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"600809","SHANXI XINGHUACUN FEN WINE FACTORY","Consumer Staples","Equity","597,859.09","0.00","597,859.09","28,600.00","20.90","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"002714","MUYUAN FOODS LTD A","Consumer Staples","Equity","599,266.31","0.00","599,266.31","94,612.00","6.33","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Financials","Equity","600,008.71","0.00","600,008.71","927,687.00","0.65","India","National Stock Exchange Of India","USD","93.11","INR","-"
"3998","BOSIDENG INTERNATIONAL LTD","Consumer Discretionary","Equity","595,854.47","0.00","595,854.47","1,128,000.00","0.53","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","597,629.60","0.00","597,629.60","2,389,745.00","0.25","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"BREN","BARITO RENEWABLES ENERGY","Utilities","Equity","592,342.23","0.00","592,342.23","2,097,200.00","0.28","Indonesia","Indonesia Stock Exchange","USD","16,994.50","IDR","-"
"600886","SDIC POWER HOLDINGS LTD A","Utilities","Equity","593,805.37","0.00","593,805.37","289,200.00","2.05","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"MAP","MAPFRE SA","Financials","Equity","594,243.79","0.00","594,243.79","131,439.00","4.52","Spain","Bolsa De Madrid","USD","0.87","EUR","-"
"600919","BANK OF JIANGSU CORPORATION LTD A","Financials","Equity","591,090.70","0.00","591,090.70","374,400.00","1.58","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"968","XINYI SOLAR HOLDINGS LTD","Information Technology","Equity","589,046.04","0.00","589,046.04","1,544,000.00","0.38","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"601818","CHINA EVERBRIGHT BANK LTD A","Financials","Equity","585,466.34","0.00","585,466.34","1,264,800.00","0.46","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"601881","CHINA GALAXY SECURITIES LTD A","Financials","Equity","580,967.72","0.00","580,967.72","317,000.00","1.83","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"8010","THE COOPERATIVE INSURANCE","Financials","Equity","579,064.54","0.00","579,064.54","17,265.00","33.54","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"OBEROIRLTY","OBEROI REALTY LTD","Real Estate","Equity","579,260.08","0.00","579,260.08","35,791.00","16.18","India","National Stock Exchange Of India","USD","93.11","INR","-"
"BCE","BCE INC","Communication","Equity","579,632.78","0.00","579,632.78","23,695.00","24.46","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"ZAB","ZABKA GROUP SOCIETE ANONYME SA","Consumer Staples","Equity","575,340.68","0.00","575,340.68","95,205.00","6.04","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.70","PLN","-"
"1504","TECO ELECTRIC & MACHINERY LTD","Industrials","Equity","572,981.59","0.00","572,981.59","302,000.00","1.90","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"6181","LAOPU GOLD LTD H","Consumer Discretionary","Equity","569,835.47","0.00","569,835.47","7,000.00","81.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"601012","LONGI GREEN ENERGY TECHNOLOGY LTD","Information Technology","Equity","571,373.98","0.00","571,373.98","226,820.00","2.52","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"2615","WAN HAI LINES LTD","Industrials","Equity","571,962.62","0.00","571,962.62","234,600.00","2.44","Taiwan","Taiwan Stock Exchange","USD","31.99","TWD","-"
"JUBLFOOD","JUBILANT FOODWORKS LTD","Consumer Discretionary","Equity","566,900.16","0.00","566,900.16","118,201.00","4.80","India","National Stock Exchange Of India","USD","93.11","INR","-"
"601336","NEW CHINA LIFE INSURANCE LTD A","Financials","Equity","567,649.04","0.00","567,649.04","64,500.00","8.80","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"ICICIPRULI","ICICI PRUDENTIAL LIFE INSURANCE CO","Financials","Equity","568,239.29","0.00","568,239.29","105,100.00","5.41","India","National Stock Exchange Of India","USD","93.11","INR","-"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","568,806.12","0.00","568,806.12","897,332.00","0.63","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"002916","SHENNAN CIRCUITS LTD A","Information Technology","Equity","565,657.45","0.00","565,657.45","17,800.00","31.78","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"600150","CHINA CSSC HOLDINGS LTD A","Industrials","Equity","565,857.69","0.00","565,857.69","126,200.00","4.48","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"COV","COVIVIO SA","Real Estate","Equity","561,573.52","0.00","561,573.52","9,045.00","62.09","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Equity","561,855.27","0.00","561,855.27","721,997.00","0.78","Turkey","Istanbul Stock Exchange","USD","44.49","TRY","-"
"688072","PIOTECH INC A","Information Technology","Equity","558,336.20","0.00","558,336.20","10,778.00","51.80","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"002600","LINGYI ITECH (GUANGDONG) A","Information Technology","Equity","560,632.96","0.00","560,632.96","308,100.00","1.82","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"300394","SUZHOU TFC OPTICAL COMMUNICATION L","Information Technology","Equity","552,719.67","0.00","552,719.67","11,800.00","46.84","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"KLK","KUALA LUMPUR KEPONG","Consumer Staples","Equity","553,094.33","0.00","553,094.33","102,100.00","5.42","Malaysia","Bursa Malaysia","USD","4.04","MYR","-"
"326030","SK BIOPHARMACEUTICALS LTD","Health Care","Equity","553,490.56","0.00","553,490.56","8,921.00","62.04","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"ZYDUSLIFE","ZYDUS LIFESCIENCES LTD","Health Care","Equity","553,966.54","0.00","553,966.54","59,680.00","9.28","India","National Stock Exchange Of India","USD","93.11","INR","-"
"TITR","TELECOM ITALIA S.P.A.","Communication","Equity","554,566.12","0.00","554,566.12","656,236.00","0.85","Italy","Borsa Italiana","USD","0.87","EUR","-"
"002353","YANTAI JEREH OILFIELD SERVICES GRO","Energy","Equity","551,640.08","0.00","551,640.08","35,200.00","15.67","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"600346","HENGLI PETROCHEMICAL LTD A","Materials","Equity","551,947.12","0.00","551,947.12","170,800.00","3.23","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"688008","MONTAGE TECHNOLOGY LTD A","Information Technology","Equity","549,454.32","0.00","549,454.32","29,353.00","18.72","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"MBT","METROPOLITAN BANK AND TRUST CO","Financials","Equity","541,504.74","0.00","541,504.74","517,180.00","1.05","Philippines","Philippine Stock Exchange Inc.","USD","60.17","PHP","-"
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","539,608.41","0.00","539,608.41","555,000.00","0.97","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"000568","LUZHOU LAO JIAO LTD A","Consumer Staples","Equity","539,682.65","0.00","539,682.65","35,100.00","15.38","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"300498","WENS FOODSTUFF GROUP LTD","Consumer Staples","Equity","540,089.96","0.00","540,089.96","221,416.00","2.44","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"3618","CHONGQING RURAL COMMERCIAL BANK LT","Financials","Equity","537,024.63","0.00","537,024.63","597,000.00","0.90","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","537,267.98","0.00","537,267.98","35,198.00","15.26","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"600795","GD POWER DEVELOPMENT LTD A","Utilities","Equity","537,643.46","0.00","537,643.46","770,300.00","0.70","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"JFC","JOLLIBEE FOODS CORP","Consumer Discretionary","Equity","532,499.75","0.00","532,499.75","179,700.00","2.96","Philippines","Philippine Stock Exchange Inc.","USD","60.17","PHP","-"
"BALKRISIND","BALKRISHNA INDUSTRIES LTD","Consumer Discretionary","Equity","534,653.42","0.00","534,653.42","24,081.00","22.20","India","National Stock Exchange Of India","USD","93.11","INR","-"
"002311","GUANGDONG HAID GROUP LTD A","Consumer Staples","Equity","534,704.60","0.00","534,704.60","69,500.00","7.69","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
"024110","INDUSTRIAL BANK OF KOREA","Financials","Equity","530,402.92","0.00","530,402.92","37,236.00","14.24","Korea (South)","Korea Exchange (Stock Market)","USD","1,519.90","KRW","-"
"SBICARD","SBI CARDS & PAYMENT SERVICES LTD","Financials","Equity","530,910.84","0.00","530,910.84","77,455.00","6.85","India","National Stock Exchange Of India","USD","93.11","INR","-"
"600016","CHINA MINSHENG BANKING CORP LTD A","Financials","Equity","527,762.37","0.00","527,762.37","967,300.00","0.55","China","Shanghai Stock Exchange","USD","6.89","CNY","-"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","529,196.73","0.00","529,196.73","1,185,000.00","0.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.84","HKD","-"
"300476","VICTORY GIANT TECHNOLOGY HUIZHOU L","Information Technology","Equity","522,258.74","0.00","522,258.74","14,000.00","37.30","China","Shenzhen Stock Exchange","USD","6.89","CNY","-"
