"Name","Description","Sources / Links","Parent Company","Country"
"Ashford Cleaners","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Ashtrom Group Ltd.","Involved in activities in violation of UN Human Rights Council resolution 31/36. Israeli Construction on Occupied Land, Palestinian Captive Market, Services to the Settlements--Cellcom is a public Israeli telecommunication company traded on the Tel Aviv Stock Exchange under the ticker symbol CEL. As of ... See link for more.","https://www.whoprofits.org/companies/company/3795?ashtrom-group , https://investigate.afsc.org/company/ashtrom-group","",""
"Asics","Athletic Shoes and Apparel. Asics has made significant investments in Israeli startup Seevix Material Sciences, a partnership raising ethical concerns given the geopolitical climate.","https://corp.asics.com/en/press/article/2020-05-14-3","Asics Corp.",""
"Askalon Extra Fine Special 80 Proof Arak KP","Israeli wine","https://bdscoalition.ca/","",""
"Askalon VS Brandy KP","Israeli wine","https://bdscoalition.ca/","",""
"Asobu","Montreal company the authorized supplier for the Israel Ministry of Defense: water bottles & coffee mugs for the Israeli military","https://bdscoalition.ca/2023/12/12/shame-montreal-company-the-authorized-supplier-for-the-isreal-ministry-of-defense-water-bottles-coffee-mugs-for-the-israeli-apartheid/","",""
"Aspira Kensington Place","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Aspirin","Pain and Fever. Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.","https://www.bayer.com/en/il/climate-tech-program","Bayer",""
"Assaf Winery","Settlement Production--A boutique winery located in the settlement of Kidmat Zvi in the occupied Syrian Golan. The winery owns 60 dunams of vineyards ... See link for more.","https://www.whoprofits.org/companies/company/4295?assaf-winery","",""
"Asseco Poland SA","A Polish multinational software company that owns Formula Systems and Matrix IT, both of which provide multiple services to illegal Israeli settlements, the Israeli military, and the Israeli Ministry of Defense.","https://investigate.afsc.org/company/asseco-poland","",""
"Association of Christian Evangelical Ministries (2020)","Observer - Canadian Council of Churches. After 18 months of genocide the Canadian Council of Churches has yet to come out in support of Palestinian Christians. Shamefully, neither the Council nor any of its members, associates or affiliates have signed  the ""cry for hope"" call from Christinians in Palestine in 2020. The Council has failed to condemn the ongoing genocide, to call out Israel's apartheid practices or even reference the illegal occupation. The statement of May 10th, 2024 is not enough.","https://rabble.ca/human-rights/canadian-churches-must-speak-out-against-israels-apartheid-crimes/ , https://bdscoalition.ca/2023/12/13/support-the-call-from-palestinian-christian-churches/","Canadian Council of Churches",""
"AT PARTNERS Inc.","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://atpartners.co.jp/en , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"at.inc/","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://at.inc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Athena","a North American and European water, coffee and coffee extracts, and filtration solutions service company. The company's subsidiary, Eden Springs, extracts water from a spring in the occupied Syrian Golan. By extracting water from the Golan for decades, the company is exploiting Syrian resources and strengthening Israel's control over the occupied Syrian Golan. (See Eden Springs below.) The company's subsidiary, Eden Springs, extracts water from a spring in the occupied Syrian Golan.","https://investigate.afsc.org/company/primo-water","Primo Water Corp",""
"Athena","Athletic Shoes and Apparel. Delta Galil is an Israeli textile company with manufacturing and operations in illegal West Bank settlements","http://www.inminds.com/boycott-delta-galil.html , https://www.whoprofits.org/companies/company/3655?delta-galil-industries","Delta Galil Industries",""
"Athenian VC","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://athenian.vc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Atid Packaging","Settlement Production--A private manufacturer of packages for the food and agricultural industries. The offices of the companies are located in the ... See link for more.","https://www.whoprofits.org/companies/company/3946?atid-packaging","",""
"Atkins Family","Sponsors Walk with Israel","https://bdscoalition.ca/2024/05/01/shame-on-companies-walking-with-israel-during-a-genocide/","",""
"Atlantic Packaging - Toddy & Irving Granovsky and Family","Sponsor of CJPAC","https://cjpac.ca/cjpac-sponsors/","",""
"Atlantico VC","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://atlantico.vc , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Atlas Copco","Israeli Construction on Occupied Land, Specialized Equipment and Services, The Wall and Checkpoints--A Swedish multinational company that provides solutions for all types of industries, ranging from industrial automation to medical... See link for more.","https://www.whoprofits.org/companies/company/4142?atlas-copco","",""
"Atman Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://atman.vc/capital , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"ATP Fund","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://atpfund.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"ATP/Veryon/Casebank","ATP makes software for F-35s. The F-35 is Lockheed Martin’s flagship fighter jet and the most advanced warplane used by the Israeli Air Force. The Israeli versions of these fighter jets, known as F35I Adirs, have been used extensively by Israel in its deadly bombing campaign on Gaza. Israel’s Ministry of defense made a $3bn deal in July to purchase another 25 F-35s.The name and ownership of this company has shifted substantially in the past decade between ATP, Casebank, and Veryon.","https://worldbeyondwar.org/canadastoparmingisrael/","",""
"Atrium Innovations","Pharmaceutical Companies. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
"Ats Corporation","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-18","",""
"ATTA Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://attaventures.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Atypical Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://atypical.com , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Aubut (Distribution Alimentaire Aubut Inc)","Israeli produce for sale has been reported to bdscoalition.ca -saw many Israeli products like dates and date syrups etc in one of the first aisles of the store. If I remember correctly it was King Solomon Dates products. This store seems to carry many israeli products.","https://bdscoalition.ca/2024/03/10/do-not-buy-israeli-produce/","",""
"Audere Capital","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://audere.capital , https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","","usa"
"Audi","Vehicles. Ordered $4 Billion worth of sensors From Israel’s Innoviz Technologies Ltd.","https://www.timesofisrael.com/Israeli-innoviz-secures-4b-deal-to-supply-volkswagen-with-lidar-sensors/","Volkswagen Group",""
